participant,condition,file,taskId,T_task_sec,N_cmds,N_actuations,n_devices_final,n_colors_required
14,Label,4_C.json,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,14.0591888,1,1,1,1
14,Label,4_C.json,e0153245-d5d9-449a-87f1-2a35d3239eef,33.5753441,1,6,6,2
14,Label,4_C.json,e81806f6-a4f2-4336-b77b-3407e101bc18,34.432373,1,3,3,2
14,Label,4_C.json,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,15.3291969,1,3,3,1
14,Label,4_C.json,04f5e376-2845-485a-8cb1-c38e3858ff8a,56.605587,2,9,7,2
14,Pointing,3_B.json,9e93766e-b621-4d6e-9927-173ac982bf3a,34.63483,2,3,2,2
14,Pointing,3_B.json,25c3ccdb-26c7-4109-bcfe-730434f9caa9,27.66438,1,2,2,1
14,Pointing,3_B.json,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,35.1823654,2,9,6,2
14,Pointing,3_B.json,95479aa7-9c98-49e4-817e-727302518dae,13.0519724,1,3,3,1
14,Pointing,3_B.json,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,11.2460613,1,1,1,1
14,Pointing,3_B.json,386be10f-0686-4118-928d-b57f06593b2f,27.0212173,2,5,3,2
14,Pointing,3_B.json,4f145d76-f69f-4547-90a7-56281733ca5b,22.1702137,2,3,2,2
14,Pointing,3_B.json,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,34.4443626,2,6,4,2
14,Pointing,3_B.json,4fd86244-384f-4a69-adc8-6fd13c16422c,48.4562721,4,8,3,3
14,Pointing,3_B.json,19e8d0a8-02bf-4644-9732-e4190e13825e,22.3042622,2,6,4,2
14,Pointing,3_B.json,fcee09b7-efa4-4e87-956e-553ee7bb3648,12.1850758,1,2,2,1
14,Pointing,3_B.json,1a84f2f7-1739-41af-94ae-9a3c6677e61d,17.38456,2,5,3,2
14,SR,1_D.json,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,41.7676277,1,1,1,1
14,SR,1_D.json,bee10050-f98c-456a-a684-4435ee88ef00,66.66119,4,8,3,3
14,SR,1_D.json,c78550a2-290e-4b94-98db-961c2110c668,84.92883,6,17,4,2
14,SR,1_D.json,40573e58-0087-4bb3-9ed7-d18a24a35b78,147.7704,6,39,9,3
14,SR,1_D.json,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,93.83972,5,13,4,2
14,SR,1_D.json,7aeefa77-f398-4a26-b615-e50c4d05ba64,70.22119,4,6,2,2
14,SR,1_D.json,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,146.6066,10,24,3,1
14,SR,1_D.json,2e919b0d-6d84-4641-a535-930a7ca6c8b7,50.1559563,3,6,3,3
14,SR,1_D.json,79dc7e7b-d1c7-4237-908d-f541b20406d4,18.046587,1,1,1,1
14,SR,1_D.json,ae59cd40-20ff-4809-8cbb-87c7cc41665c,82.49326,3,7,4,2
14,SR,1_D.json,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,40.8471146,2,9,5,1
14,SR,1_D.json,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,94.18043,3,8,3,2
15,Label,4_A.json,d58fe3c1-28a0-4e49-9e2f-e72569f6e61e,101.794876,3,8,4,3
15,Label,4_A.json,2369c5c0-c4bb-4308-a9cd-05a64a69f91a,54.9567,2,9,6,2
15,Label,4_A.json,e2dc0c9a-3e6f-40a4-b8c5-7289c1efe296,36.4262924,1,1,1,1
15,Label,4_A.json,137e922c-0877-46af-a797-5a32df2edf5d,73.21655,1,3,3,3
15,Label,4_A.json,c87d383c-41db-4303-8615-9271bbf2465e,231.0661,5,9,3,2
15,Label,4_A.json,fe0ef0b0-c647-4b3a-b2f6-68a75133a566,54.66474,2,1,1,1
15,Label,4_A.json,8aeed698-e7ee-41ef-bfe7-56f37e2232ab,107.794342,2,6,3,3
15,Label,4_A.json,81c1a60b-c8ac-4a16-b831-1df68863e61e,210.319824,5,11,3,2
15,Label,4_A.json,eee4a904-a6ad-4369-970f-b656e1f59f12,35.3296738,2,3,2,2
15,Label,4_A.json,7cbd6f03-54a0-426f-b4ea-d8e0ce58e276,36.9074135,1,2,2,1
15,Label,4_A.json,0ebd3226-6abe-4b54-8d2f-6c4c8adc1978,38.4843559,2,3,2,2
15,Label,4_A.json,f548cabb-2a47-4399-a702-f76d5d1336df,42.76436,1,2,2,1
15,Pointing,3_B.json,386be10f-0686-4118-928d-b57f06593b2f,40.4982529,2,5,3,2
15,Pointing,3_B.json,1a84f2f7-1739-41af-94ae-9a3c6677e61d,58.2404976,2,5,3,2
15,Pointing,3_B.json,4f145d76-f69f-4547-90a7-56281733ca5b,33.7529144,2,3,2,2
15,Pointing,3_B.json,19e8d0a8-02bf-4644-9732-e4190e13825e,54.7795258,2,6,4,2
15,Pointing,3_B.json,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,88.67832,2,6,4,2
15,Pointing,3_B.json,25c3ccdb-26c7-4109-bcfe-730434f9caa9,36.365,1,2,2,1
15,Pointing,3_B.json,4fd86244-384f-4a69-adc8-6fd13c16422c,75.0622559,3,6,3,3
15,Pointing,3_B.json,95479aa7-9c98-49e4-817e-727302518dae,23.9037685,1,3,3,1
15,Pointing,3_B.json,9e93766e-b621-4d6e-9927-173ac982bf3a,52.6742744,2,3,2,2
15,Pointing,3_B.json,fcee09b7-efa4-4e87-956e-553ee7bb3648,33.8819466,1,2,2,1
15,Pointing,3_B.json,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,32.624794,1,1,1,1
15,Pointing,3_B.json,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,103.523079,4,27,9,2
15,SR,1_D.json,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,62.1045876,1,1,1,1
15,SR,1_D.json,bee10050-f98c-456a-a684-4435ee88ef00,84.9104156,3,6,3,3
15,SR,1_D.json,c78550a2-290e-4b94-98db-961c2110c668,76.4325943,3,11,5,2
15,SR,1_D.json,40573e58-0087-4bb3-9ed7-d18a24a35b78,93.36344,3,21,9,3
15,SR,1_D.json,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,93.74013,5,19,5,2
15,SR,1_D.json,7aeefa77-f398-4a26-b615-e50c4d05ba64,35.11437,2,3,2,2
15,SR,1_D.json,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,54.5577278,2,7,4,1
15,SR,1_D.json,2e919b0d-6d84-4641-a535-930a7ca6c8b7,63.8292465,2,5,3,3
15,SR,1_D.json,79dc7e7b-d1c7-4237-908d-f541b20406d4,44.2445641,1,1,1,1
15,SR,1_D.json,ae59cd40-20ff-4809-8cbb-87c7cc41665c,95.40666,1,4,4,2
15,SR,1_D.json,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,214.670685,4,17,6,1
15,SR,1_D.json,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,106.917648,2,4,2,2
15,P+SR,2_C.json,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,58.4215164,1,2,2,1
15,P+SR,2_C.json,04f5e376-2845-485a-8cb1-c38e3858ff8a,54.13763,2,6,4,2
15,P+SR,2_C.json,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,43.1731758,1,4,4,2
15,P+SR,2_C.json,e81806f6-a4f2-4336-b77b-3407e101bc18,25.9351,1,3,3,2
15,P+SR,2_C.json,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,18.7584038,1,1,1,1
15,P+SR,2_C.json,b594ae95-d981-4868-ae48-3f63eb87087a,45.53672,2,8,4,2
15,P+SR,2_C.json,e0153245-d5d9-449a-87f1-2a35d3239eef,69.55942,2,12,6,2
15,P+SR,2_C.json,7612d934-759d-4a55-9a58-ef65940b7162,27.4590836,1,3,3,3
15,P+SR,2_C.json,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,48.7723045,1,2,2,2
15,P+SR,2_C.json,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,30.6584835,1,3,3,1
15,P+SR,2_C.json,fd995852-c28d-49e9-97b5-9774af3241c3,124.545082,4,15,6,3
15,P+SR,2_C.json,3bc363f5-3c91-4c51-8139-93034b21f3a9,15.7856884,1,1,1,1
16,Label,4_C.json,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,162.297012,4,9,2,2
16,Label,4_C.json,e0153245-d5d9-449a-87f1-2a35d3239eef,43.8471069,1,6,6,2
16,Label,4_C.json,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,40.8077164,2,6,3,1
16,Label,4_C.json,3bc363f5-3c91-4c51-8139-93034b21f3a9,36.0058632,2,2,1,1
16,Label,4_C.json,fd995852-c28d-49e9-97b5-9774af3241c3,62.8900337,2,9,6,3
16,Label,4_C.json,04f5e376-2845-485a-8cb1-c38e3858ff8a,32.9108353,1,4,4,2
16,Label,4_C.json,7612d934-759d-4a55-9a58-ef65940b7162,41.76491,1,3,3,3
16,Label,4_C.json,b594ae95-d981-4868-ae48-3f63eb87087a,30.3338718,1,4,4,2
16,Label,4_C.json,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,16.7100754,1,1,1,1
16,Label,4_C.json,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,63.35493,2,6,4,2
16,Label,4_C.json,e81806f6-a4f2-4336-b77b-3407e101bc18,56.23428,5,13,3,2
16,Label,4_C.json,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,18.6577644,1,2,2,1
16,P+SR,2_D.json,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,38.7940025,2,3,2,2
16,P+SR,2_D.json,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,24.2745552,1,4,4,2
16,P+SR,2_D.json,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,20.4905243,1,4,4,1
16,P+SR,2_D.json,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,16.8637257,1,3,3,1
16,P+SR,2_D.json,c78550a2-290e-4b94-98db-961c2110c668,22.0253334,1,4,4,2
16,P+SR,2_D.json,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,17.6236839,1,1,1,1
16,P+SR,2_D.json,2e919b0d-6d84-4641-a535-930a7ca6c8b7,27.18477,1,3,3,3
16,P+SR,2_D.json,40573e58-0087-4bb3-9ed7-d18a24a35b78,38.9160423,1,9,9,3
16,P+SR,2_D.json,79dc7e7b-d1c7-4237-908d-f541b20406d4,17.232399,1,1,1,1
16,P+SR,2_D.json,ae59cd40-20ff-4809-8cbb-87c7cc41665c,31.6227131,3,12,5,2
16,P+SR,2_D.json,7aeefa77-f398-4a26-b615-e50c4d05ba64,20.5153828,1,2,2,2
16,P+SR,2_D.json,bee10050-f98c-456a-a684-4435ee88ef00,33.69356,1,3,3,3
16,Pointing,3_A.json,eee4a904-a6ad-4369-970f-b656e1f59f12,23.064764,2,3,2,2
16,Pointing,3_A.json,8aeed698-e7ee-41ef-bfe7-56f37e2232ab,35.9795952,2,3,3,3
16,Pointing,3_A.json,7cbd6f03-54a0-426f-b4ea-d8e0ce58e276,27.3171158,1,2,2,1
16,Pointing,3_A.json,f548cabb-2a47-4399-a702-f76d5d1336df,16.1437168,1,2,2,1
16,Pointing,3_A.json,0ebd3226-6abe-4b54-8d2f-6c4c8adc1978,78.08971,3,5,2,2
16,Pointing,3_A.json,2369c5c0-c4bb-4308-a9cd-05a64a69f91a,25.2518711,2,9,6,2
16,Pointing,3_A.json,81c1a60b-c8ac-4a16-b831-1df68863e61e,28.0042229,2,5,3,2
16,Pointing,3_A.json,fe0ef0b0-c647-4b3a-b2f6-68a75133a566,9.733307,1,1,1,1
16,Pointing,3_A.json,c87d383c-41db-4303-8615-9271bbf2465e,18.7358952,2,3,2,2
16,Pointing,3_A.json,e2dc0c9a-3e6f-40a4-b8c5-7289c1efe296,10.4267578,1,1,1,1
16,Pointing,3_A.json,137e922c-0877-46af-a797-5a32df2edf5d,20.7550144,1,3,3,3
16,Pointing,3_A.json,d58fe3c1-28a0-4e49-9e2f-e72569f6e61e,27.658926,2,6,4,3
16,SR,1_B.json,1a84f2f7-1739-41af-94ae-9a3c6677e61d,43.43072,1,3,3,2
16,SR,1_B.json,386be10f-0686-4118-928d-b57f06593b2f,101.21534,3,9,3,2
16,SR,1_B.json,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,64.05571,2,4,1,1
16,SR,1_B.json,25c3ccdb-26c7-4109-bcfe-730434f9caa9,75.12087,3,6,1,1
16,SR,1_B.json,4fd86244-384f-4a69-adc8-6fd13c16422c,52.22247,1,3,3,3
16,SR,1_B.json,19e8d0a8-02bf-4644-9732-e4190e13825e,100.353882,3,12,4,2
16,SR,1_B.json,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,122.756218,2,9,6,2
16,SR,1_B.json,95479aa7-9c98-49e4-817e-727302518dae,56.3820953,2,5,3,1
16,SR,1_B.json,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,77.92591,2,4,2,2
16,SR,1_B.json,4f145d76-f69f-4547-90a7-56281733ca5b,22.8722515,1,2,2,2
16,SR,1_B.json,fcee09b7-efa4-4e87-956e-553ee7bb3648,27.7737789,2,2,2,1
16,SR,1_B.json,9e93766e-b621-4d6e-9927-173ac982bf3a,80.3048859,4,11,2,2
17,Label,4_A.json,137e922c-0877-46af-a797-5a32df2edf5d,108.911072,5,15,5,3
17,Label,4_A.json,e2dc0c9a-3e6f-40a4-b8c5-7289c1efe296,24.4484386,1,1,1,1
17,Label,4_A.json,7cbd6f03-54a0-426f-b4ea-d8e0ce58e276,39.0879555,2,3,2,1
17,Label,4_A.json,2369c5c0-c4bb-4308-a9cd-05a64a69f91a,82.6722641,2,9,6,2
17,Label,4_A.json,8aeed698-e7ee-41ef-bfe7-56f37e2232ab,56.9496956,3,6,3,3
17,Label,4_A.json,fe0ef0b0-c647-4b3a-b2f6-68a75133a566,16.53899,1,1,1,1
17,Label,4_A.json,0ebd3226-6abe-4b54-8d2f-6c4c8adc1978,53.8474541,3,4,2,2
17,Label,4_A.json,eee4a904-a6ad-4369-970f-b656e1f59f12,78.3739853,4,8,3,2
17,Label,4_A.json,d58fe3c1-28a0-4e49-9e2f-e72569f6e61e,137.143173,6,24,4,3
17,Label,4_A.json,f548cabb-2a47-4399-a702-f76d5d1336df,24.3070927,1,2,2,1
17,Label,4_A.json,c87d383c-41db-4303-8615-9271bbf2465e,57.040596,3,4,2,2
17,Label,4_A.json,81c1a60b-c8ac-4a16-b831-1df68863e61e,36.46552,2,5,3,2
17,Pointing,3_B.json,19e8d0a8-02bf-4644-9732-e4190e13825e,23.1954689,2,6,4,2
17,Pointing,3_B.json,4f145d76-f69f-4547-90a7-56281733ca5b,30.7120285,2,3,2,2
17,Pointing,3_B.json,fcee09b7-efa4-4e87-956e-553ee7bb3648,20.65541,1,2,2,1
17,Pointing,3_B.json,1a84f2f7-1739-41af-94ae-9a3c6677e61d,28.5390129,2,5,3,2
17,Pointing,3_B.json,4fd86244-384f-4a69-adc8-6fd13c16422c,60.6389427,3,6,3,3
17,Pointing,3_B.json,25c3ccdb-26c7-4109-bcfe-730434f9caa9,24.3710785,1,2,2,1
17,Pointing,3_B.json,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,20.6106949,1,1,1,1
17,Pointing,3_B.json,9e93766e-b621-4d6e-9927-173ac982bf3a,26.0680313,2,3,2,2
17,Pointing,3_B.json,386be10f-0686-4118-928d-b57f06593b2f,31.7063084,2,5,3,2
17,Pointing,3_B.json,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,31.079464,2,9,6,2
17,Pointing,3_B.json,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,48.44705,2,6,4,2
17,Pointing,3_B.json,95479aa7-9c98-49e4-817e-727302518dae,35.34518,2,6,3,1
17,SR,1_D.json,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,166.173462,1,1,1,1
17,SR,1_D.json,bee10050-f98c-456a-a684-4435ee88ef00,149.0461,4,13,4,3
17,SR,1_D.json,c78550a2-290e-4b94-98db-961c2110c668,154.007019,5,26,5,2
17,SR,1_D.json,40573e58-0087-4bb3-9ed7-d18a24a35b78,65.9169,3,21,10,3
17,SR,1_D.json,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,90.4522858,2,7,5,2
17,SR,1_D.json,7aeefa77-f398-4a26-b615-e50c4d05ba64,39.50789,2,3,2,2
17,SR,1_D.json,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,44.1491547,2,3,2,1
17,SR,1_D.json,2e919b0d-6d84-4641-a535-930a7ca6c8b7,52.086422,2,5,3,3
17,SR,1_D.json,79dc7e7b-d1c7-4237-908d-f541b20406d4,15.457756,1,1,1,1
17,SR,1_D.json,ae59cd40-20ff-4809-8cbb-87c7cc41665c,50.1966248,2,4,3,2
17,SR,1_D.json,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,153.493347,6,80,19,1
17,SR,1_D.json,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,32.5593834,2,3,2,2
17,P+SR,2_C.json,e81806f6-a4f2-4336-b77b-3407e101bc18,36.78532,1,3,3,2
17,P+SR,2_C.json,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,34.111412,1,4,4,2
17,P+SR,2_C.json,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,45.0074425,1,3,3,1
17,P+SR,2_C.json,04f5e376-2845-485a-8cb1-c38e3858ff8a,81.0529861,3,10,4,2
17,P+SR,2_C.json,e0153245-d5d9-449a-87f1-2a35d3239eef,35.0294228,2,9,6,2
17,P+SR,2_C.json,b594ae95-d981-4868-ae48-3f63eb87087a,28.0486374,2,6,4,2
17,P+SR,2_C.json,fd995852-c28d-49e9-97b5-9774af3241c3,72.03067,4,15,6,3
17,P+SR,2_C.json,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,25.3824787,1,2,2,2
17,P+SR,2_C.json,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,20.8952045,1,2,2,1
17,P+SR,2_C.json,3bc363f5-3c91-4c51-8139-93034b21f3a9,18.55819,1,1,1,1
17,P+SR,2_C.json,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,16.1626282,1,1,1,1
17,P+SR,2_C.json,7612d934-759d-4a55-9a58-ef65940b7162,23.7822552,1,2,2,3
18,Label,4_D.json,79dc7e7b-d1c7-4237-908d-f541b20406d4,25.81032,1,1,1,1
18,Label,4_D.json,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,39.2420044,1,4,4,1
18,Label,4_D.json,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,57.9883537,2,6,4,2
18,Label,4_D.json,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,31.70667,1,1,1,1
18,Label,4_D.json,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,27.423542,1,3,3,1
18,Label,4_D.json,7aeefa77-f398-4a26-b615-e50c4d05ba64,29.8957043,2,3,2,2
18,Label,4_D.json,2e919b0d-6d84-4641-a535-930a7ca6c8b7,48.5591431,1,3,3,3
18,Label,4_D.json,c78550a2-290e-4b94-98db-961c2110c668,61.73678,3,7,3,2
18,Label,4_D.json,ae59cd40-20ff-4809-8cbb-87c7cc41665c,46.456852,2,6,4,2
18,Label,4_D.json,40573e58-0087-4bb3-9ed7-d18a24a35b78,90.63511,3,17,9,3
18,Label,4_D.json,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,22.9655838,2,3,2,2
18,Label,4_D.json,bee10050-f98c-456a-a684-4435ee88ef00,45.1313553,3,6,3,3
18,P+SR,2_B.json,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,150.066437,3,12,4,2
18,P+SR,2_B.json,fcee09b7-efa4-4e87-956e-553ee7bb3648,36.0570831,1,2,2,1
18,P+SR,2_B.json,4fd86244-384f-4a69-adc8-6fd13c16422c,163.714355,3,10,3,3
18,P+SR,2_B.json,1a84f2f7-1739-41af-94ae-9a3c6677e61d,27.4667988,1,3,3,2
18,P+SR,2_B.json,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,48.7204,1,6,6,2
18,P+SR,2_B.json,19e8d0a8-02bf-4644-9732-e4190e13825e,34.7461777,1,4,4,2
18,P+SR,2_B.json,95479aa7-9c98-49e4-817e-727302518dae,20.2457047,1,3,3,1
18,P+SR,2_B.json,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,21.2558689,1,1,1,1
18,P+SR,2_B.json,4f145d76-f69f-4547-90a7-56281733ca5b,23.5408859,1,2,2,2
18,P+SR,2_B.json,25c3ccdb-26c7-4109-bcfe-730434f9caa9,21.42419,1,2,2,1
18,P+SR,2_B.json,9e93766e-b621-4d6e-9927-173ac982bf3a,25.58493,1,2,2,2
18,P+SR,2_B.json,386be10f-0686-4118-928d-b57f06593b2f,30.6735058,1,3,3,2
18,SR,1_C.json,04f5e376-2845-485a-8cb1-c38e3858ff8a,77.21658,2,4,2,2
18,SR,1_C.json,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,17.5218487,1,2,2,1
18,SR,1_C.json,fd995852-c28d-49e9-97b5-9774af3241c3,64.06646,1,4,4,3
18,SR,1_C.json,b594ae95-d981-4868-ae48-3f63eb87087a,56.27057,2,6,4,2
18,SR,1_C.json,e0153245-d5d9-449a-87f1-2a35d3239eef,121.76062,5,14,5,2
18,SR,1_C.json,e81806f6-a4f2-4336-b77b-3407e101bc18,46.3797836,1,3,3,2
18,SR,1_C.json,3bc363f5-3c91-4c51-8139-93034b21f3a9,53.1533432,3,2,1,1
18,SR,1_C.json,7612d934-759d-4a55-9a58-ef65940b7162,57.8046265,1,1,1,3
18,SR,1_C.json,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,28.973278,1,1,1,1
18,SR,1_C.json,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,129.254013,2,8,4,2
18,SR,1_C.json,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,36.0050964,1,3,3,1
18,SR,1_C.json,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,40.1847,1,1,1,2
18,Pointing,3_A.json,c87d383c-41db-4303-8615-9271bbf2465e,48.3298836,2,3,2,2
18,Pointing,3_A.json,7cbd6f03-54a0-426f-b4ea-d8e0ce58e276,25.819418,1,2,2,1
18,Pointing,3_A.json,8aeed698-e7ee-41ef-bfe7-56f37e2232ab,39.4130249,2,5,3,3
18,Pointing,3_A.json,2369c5c0-c4bb-4308-a9cd-05a64a69f91a,28.3518047,2,9,6,2
18,Pointing,3_A.json,f548cabb-2a47-4399-a702-f76d5d1336df,19.8995781,1,2,2,1
18,Pointing,3_A.json,137e922c-0877-46af-a797-5a32df2edf5d,36.62826,3,6,3,3
18,Pointing,3_A.json,81c1a60b-c8ac-4a16-b831-1df68863e61e,25.06886,2,5,3,2
18,Pointing,3_A.json,0ebd3226-6abe-4b54-8d2f-6c4c8adc1978,30.17158,2,3,2,2
18,Pointing,3_A.json,e2dc0c9a-3e6f-40a4-b8c5-7289c1efe296,14.3360119,1,1,1,1
18,Pointing,3_A.json,fe0ef0b0-c647-4b3a-b2f6-68a75133a566,12.839757,1,1,1,1
18,Pointing,3_A.json,eee4a904-a6ad-4369-970f-b656e1f59f12,24.967514,2,3,2,2
18,Pointing,3_A.json,d58fe3c1-28a0-4e49-9e2f-e72569f6e61e,24.3861275,3,6,3,3
19,P+SR,2_D.json,40573e58-0087-4bb3-9ed7-d18a24a35b78,37.44654,1,9,9,3
19,P+SR,2_D.json,79dc7e7b-d1c7-4237-908d-f541b20406d4,20.4996357,1,1,1,1
19,P+SR,2_D.json,ae59cd40-20ff-4809-8cbb-87c7cc41665c,88.34034,3,10,4,2
19,P+SR,2_D.json,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,29.7903328,1,2,2,2
19,P+SR,2_D.json,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,18.35279,1,4,4,1
19,P+SR,2_D.json,c78550a2-290e-4b94-98db-961c2110c668,24.3312778,1,4,4,2
19,P+SR,2_D.json,bee10050-f98c-456a-a684-4435ee88ef00,75.97795,3,9,3,3
19,P+SR,2_D.json,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,19.0510082,1,3,3,1
19,P+SR,2_D.json,7aeefa77-f398-4a26-b615-e50c4d05ba64,18.7589931,1,2,2,2
19,P+SR,2_D.json,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,22.5819454,1,1,1,1
19,P+SR,2_D.json,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,21.0292377,1,4,4,2
19,P+SR,2_D.json,2e919b0d-6d84-4641-a535-930a7ca6c8b7,41.5149651,2,6,3,3
19,Pointing,3_C.json,b594ae95-d981-4868-ae48-3f63eb87087a,151.006317,3,8,4,2
19,Pointing,3_C.json,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,39.6850166,2,3,1,1
19,Pointing,3_C.json,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,56.8727722,2,6,4,2
19,Pointing,3_C.json,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,34.34543,2,3,2,2
19,Pointing,3_C.json,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,23.1622257,1,3,3,1
19,Pointing,3_C.json,fd995852-c28d-49e9-97b5-9774af3241c3,36.23593,3,12,6,3
19,Pointing,3_C.json,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,26.8729439,1,2,2,1
19,Pointing,3_C.json,3bc363f5-3c91-4c51-8139-93034b21f3a9,18.6763344,1,1,1,1
19,Pointing,3_C.json,e81806f6-a4f2-4336-b77b-3407e101bc18,24.3476238,2,5,3,2
19,Pointing,3_C.json,04f5e376-2845-485a-8cb1-c38e3858ff8a,27.6735039,2,6,4,2
19,Pointing,3_C.json,e0153245-d5d9-449a-87f1-2a35d3239eef,29.6682682,2,9,6,2
19,Pointing,3_C.json,7612d934-759d-4a55-9a58-ef65940b7162,44.6581726,3,6,3,3
19,Label,4_B.json,25c3ccdb-26c7-4109-bcfe-730434f9caa9,49.69146,1,2,2,1
19,Label,4_B.json,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,141.078934,5,14,5,2
19,Label,4_B.json,4f145d76-f69f-4547-90a7-56281733ca5b,51.6460533,3,6,3,2
19,Label,4_B.json,9e93766e-b621-4d6e-9927-173ac982bf3a,41.79754,2,3,2,2
19,Label,4_B.json,fcee09b7-efa4-4e87-956e-553ee7bb3648,22.3936825,1,2,2,1
19,Label,4_B.json,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,48.1427155,1,1,1,1
19,Label,4_B.json,386be10f-0686-4118-928d-b57f06593b2f,76.52255,2,5,3,2
19,Label,4_B.json,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,64.88897,2,9,6,2
19,Label,4_B.json,19e8d0a8-02bf-4644-9732-e4190e13825e,31.22431,2,6,4,2
19,Label,4_B.json,1a84f2f7-1739-41af-94ae-9a3c6677e61d,45.5782623,2,5,3,2
19,Label,4_B.json,4fd86244-384f-4a69-adc8-6fd13c16422c,94.27893,6,7,3,3
19,Label,4_B.json,95479aa7-9c98-49e4-817e-727302518dae,28.8399029,1,3,3,1
19,SR,1_A.json,2369c5c0-c4bb-4308-a9cd-05a64a69f91a,132.3345,7,35,6,2
19,SR,1_A.json,d58fe3c1-28a0-4e49-9e2f-e72569f6e61e,90.9160843,5,14,4,3
19,SR,1_A.json,0ebd3226-6abe-4b54-8d2f-6c4c8adc1978,30.1016312,2,3,2,2
19,SR,1_A.json,fe0ef0b0-c647-4b3a-b2f6-68a75133a566,37.68495,2,2,1,1
19,SR,1_A.json,8aeed698-e7ee-41ef-bfe7-56f37e2232ab,114.601555,5,8,0,3
19,SR,1_A.json,137e922c-0877-46af-a797-5a32df2edf5d,48.0485458,3,6,3,3
