participant,condition,taskId,T_task_sec,logT_task,N_cmds,N_actuations,n_devices_final,n_colors_required,avg_cmd_time
12,Pointing,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,40.0435867,3.689968528357235,2,6,4,2,20.02179335
12,Pointing,1a84f2f7-1739-41af-94ae-9a3c6677e61d,71.63541,4.271589504788159,4,10,3,2,17.9088525
12,Pointing,4fd86244-384f-4a69-adc8-6fd13c16422c,58.6179,4.071040110690183,3,6,3,3,19.5393
12,Pointing,4f145d76-f69f-4547-90a7-56281733ca5b,42.00311,3.737743663161026,2,3,2,2,21.001555
12,Pointing,386be10f-0686-4118-928d-b57f06593b2f,54.5424423,3.998979156392847,3,6,3,2,18.1808141
12,Pointing,25c3ccdb-26c7-4109-bcfe-730434f9caa9,22.677042,3.1213530470732724,1,2,2,1,22.677042
12,Pointing,9e93766e-b621-4d6e-9927-173ac982bf3a,34.792347,3.549397448802741,2,3,2,2,17.3961735
12,Label,7cbd6f03-54a0-426f-b4ea-d8e0ce58e276,79.86022,4.380277856452217,2,3,2,1,39.93011
12,Label,f548cabb-2a47-4399-a702-f76d5d1336df,143.823425,4.968586331881123,4,8,2,1,35.95585625
12,Label,81c1a60b-c8ac-4a16-b831-1df68863e61e,182.560791,5.207083218926464,7,16,3,2,26.080113
12,Label,137e922c-0877-46af-a797-5a32df2edf5d,46.3814659,3.8368999376237345,1,3,3,3,46.3814659
12,Label,0ebd3226-6abe-4b54-8d2f-6c4c8adc1978,40.6587524,3.705214124010803,2,4,2,2,20.3293762
12,Label,c87d383c-41db-4303-8615-9271bbf2465e,39.6804047,3.6808574814574033,1,2,2,2,39.6804047
12,Label,2369c5c0-c4bb-4308-a9cd-05a64a69f91a,37.977375,3.6369905876717112,1,6,6,2,37.977375
12,Label,8aeed698-e7ee-41ef-bfe7-56f37e2232ab,90.11824,4.501122585857139,3,7,3,3,30.039413333333332
12,Label,e2dc0c9a-3e6f-40a4-b8c5-7289c1efe296,31.6412487,3.4544616079866888,2,2,1,1,15.82062435
12,Label,d58fe3c1-28a0-4e49-9e2f-e72569f6e61e,37.4702225,3.623546550871766,1,4,4,3,37.4702225
12,Label,fe0ef0b0-c647-4b3a-b2f6-68a75133a566,18.6026325,2.9233031029624748,1,1,1,1,18.6026325
12,Label,eee4a904-a6ad-4369-970f-b656e1f59f12,41.187027,3.718123328130016,1,2,2,2,41.187027
13,P+SR,40573e58-0087-4bb3-9ed7-d18a24a35b78,119.530083,4.7835680802759954,1,9,9,3,119.530083
13,P+SR,bee10050-f98c-456a-a684-4435ee88ef00,79.48905,4.375619276324777,1,3,3,3,79.48905
13,P+SR,2e919b0d-6d84-4641-a535-930a7ca6c8b7,60.8537445,4.108473354105564,1,3,3,3,60.8537445
13,P+SR,ae59cd40-20ff-4809-8cbb-87c7cc41665c,60.9762421,4.110484314538212,1,4,4,2,60.9762421
13,P+SR,7aeefa77-f398-4a26-b615-e50c4d05ba64,74.75196,4.314175432662824,1,2,2,2,74.75196
13,P+SR,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,68.97535,4.233749194392759,1,4,4,2,68.97535
13,P+SR,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,38.7444229,3.6569868202798457,1,4,4,1,38.7444229
13,P+SR,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,61.84543,4.124638207668838,1,1,1,1,61.84543
13,P+SR,c78550a2-290e-4b94-98db-961c2110c668,39.3822174,3.6733143793961984,1,4,4,2,39.3822174
13,P+SR,79dc7e7b-d1c7-4237-908d-f541b20406d4,26.6808071,3.2839444717143045,1,1,1,1,26.6808071
13,P+SR,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,55.71344,4.0202214104659895,1,2,2,2,55.71344
13,P+SR,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,44.3558235,3.792244007914507,1,3,3,1,44.3558235
13,SR,1a84f2f7-1739-41af-94ae-9a3c6677e61d,62.6025162,4.136805472186439,1,3,3,2,62.6025162
13,SR,386be10f-0686-4118-928d-b57f06593b2f,152.570572,5.027627256216857,2,6,3,2,76.285286
13,SR,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,348.812225,5.854533740159164,4,4,1,1,87.20305625
13,SR,25c3ccdb-26c7-4109-bcfe-730434f9caa9,159.822174,5.074061784656953,2,4,2,1,79.911087
13,SR,4fd86244-384f-4a69-adc8-6fd13c16422c,329.857849,5.798661801050463,5,8,3,3,65.9715698
13,SR,19e8d0a8-02bf-4644-9732-e4190e13825e,238.5165,5.474438490325342,4,11,4,2,59.629125
13,SR,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,289.322876,5.667543282481929,1,6,6,2,289.322876
13,SR,95479aa7-9c98-49e4-817e-727302518dae,199.344757,5.295035773004952,3,10,4,1,66.44825233333333
13,SR,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,235.892532,5.463376328430536,2,8,5,2,117.946266
13,SR,4f145d76-f69f-4547-90a7-56281733ca5b,45.52027,3.8181577212591837,1,2,2,2,45.52027
13,SR,fcee09b7-efa4-4e87-956e-553ee7bb3648,39.7584038,3.6828212351072547,1,2,2,1,39.7584038
13,SR,9e93766e-b621-4d6e-9927-173ac982bf3a,84.12878,4.432348720090644,2,3,2,2,42.06439
13,P+SR,40573e58-0087-4bb3-9ed7-d18a24a35b78,119.530083,4.7835680802759954,1,9,9,3,119.530083
13,P+SR,bee10050-f98c-456a-a684-4435ee88ef00,79.48905,4.375619276324777,1,3,3,3,79.48905
13,P+SR,2e919b0d-6d84-4641-a535-930a7ca6c8b7,60.8537445,4.108473354105564,1,3,3,3,60.8537445
13,P+SR,ae59cd40-20ff-4809-8cbb-87c7cc41665c,60.9762421,4.110484314538212,1,4,4,2,60.9762421
13,P+SR,7aeefa77-f398-4a26-b615-e50c4d05ba64,74.75196,4.314175432662824,1,2,2,2,74.75196
13,P+SR,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,68.97535,4.233749194392759,1,4,4,2,68.97535
13,P+SR,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,38.7444229,3.6569868202798457,1,4,4,1,38.7444229
13,P+SR,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,61.84543,4.124638207668838,1,1,1,1,61.84543
13,P+SR,c78550a2-290e-4b94-98db-961c2110c668,39.3822174,3.6733143793961984,1,4,4,2,39.3822174
13,P+SR,79dc7e7b-d1c7-4237-908d-f541b20406d4,26.6808071,3.2839444717143045,1,1,1,1,26.6808071
13,P+SR,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,55.71344,4.0202214104659895,1,2,2,2,55.71344
13,P+SR,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,44.3558235,3.792244007914507,1,3,3,1,44.3558235
13,Pointing,fe0ef0b0-c647-4b3a-b2f6-68a75133a566,58.438385,4.067972951319257,1,1,1,1,58.438385
13,Pointing,d58fe3c1-28a0-4e49-9e2f-e72569f6e61e,88.26167,4.480305925031078,3,9,4,3,29.420556666666666
13,Pointing,81c1a60b-c8ac-4a16-b831-1df68863e61e,79.28168,4.37300708051366,3,7,3,2,26.427226666666666
13,Pointing,e2dc0c9a-3e6f-40a4-b8c5-7289c1efe296,28.5207138,3.3506306232833896,1,1,1,1,28.5207138
13,Pointing,137e922c-0877-46af-a797-5a32df2edf5d,81.53101,4.4009834386760955,3,6,3,3,27.17700333333333
13,Pointing,8aeed698-e7ee-41ef-bfe7-56f37e2232ab,97.68423,4.581740133533134,3,6,3,3,32.56141
13,Pointing,7cbd6f03-54a0-426f-b4ea-d8e0ce58e276,40.26937,3.69559113034069,1,2,2,1,40.26937
13,Pointing,2369c5c0-c4bb-4308-a9cd-05a64a69f91a,74.94768,4.31679027010021,2,9,6,2,37.47384
13,Pointing,0ebd3226-6abe-4b54-8d2f-6c4c8adc1978,38.75392,3.6572319119732204,2,3,2,2,19.37696
13,Pointing,c87d383c-41db-4303-8615-9271bbf2465e,52.9181976,3.9687472797098193,2,3,2,2,26.4590988
13,Pointing,eee4a904-a6ad-4369-970f-b656e1f59f12,41.66402,3.729637926616711,2,3,2,2,20.83201
13,Pointing,f548cabb-2a47-4399-a702-f76d5d1336df,34.0765457,3.528609338255913,1,2,2,1,34.0765457
13,Label,b594ae95-d981-4868-ae48-3f63eb87087a,140.347443,4.944121083903061,4,11,4,2,35.08686075
13,Label,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,70.8556747,4.2606450574952754,1,2,2,1,70.8556747
13,Label,7612d934-759d-4a55-9a58-ef65940b7162,59.0212822,4.07789809411785,3,6,3,3,19.673760733333335
13,Label,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,93.90537,4.54228757307742,4,10,4,2,23.4763425
13,Label,e81806f6-a4f2-4336-b77b-3407e101bc18,105.800957,4.66155956475191,5,12,3,2,21.1601914
13,Label,e0153245-d5d9-449a-87f1-2a35d3239eef,90.78726,4.508518967393063,2,9,6,2,45.39363
13,Label,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,26.5398769,3.278648390611466,1,3,3,1,26.5398769
13,Label,04f5e376-2845-485a-8cb1-c38e3858ff8a,44.9112053,3.8046873248601965,2,6,4,2,22.45560265
13,Label,fd995852-c28d-49e9-97b5-9774af3241c3,107.742485,4.679743981771995,5,24,6,3,21.548497
13,Label,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,29.5866337,3.3873226951550137,1,1,1,1,29.5866337
13,Label,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,83.66895,4.42686794092794,3,6,3,2,27.88965
13,Label,3bc363f5-3c91-4c51-8139-93034b21f3a9,29.6899452,3.390808443034659,1,1,1,1,29.6899452
14,SR,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,41.7676277,3.732121582546212,1,1,1,1,41.7676277
14,SR,bee10050-f98c-456a-a684-4435ee88ef00,66.66119,4.199622924505431,4,8,3,3,16.6652975
14,SR,c78550a2-290e-4b94-98db-961c2110c668,84.92883,4.441813611646162,6,17,4,2,14.154805000000001
14,SR,40573e58-0087-4bb3-9ed7-d18a24a35b78,147.7704,4.995659717821265,6,39,9,3,24.6284
14,SR,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,93.83972,4.541588220538552,5,13,4,2,18.767944
14,SR,7aeefa77-f398-4a26-b615-e50c4d05ba64,70.22119,4.251650117335513,4,6,2,2,17.5552975
14,SR,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,146.6066,4.987752808903007,10,24,3,1,14.660659999999998
14,SR,2e919b0d-6d84-4641-a535-930a7ca6c8b7,50.1559563,3.9151372770463104,3,6,3,3,16.7186521
14,SR,79dc7e7b-d1c7-4237-908d-f541b20406d4,18.046587,2.892956581027326,1,1,1,1,18.046587
14,SR,ae59cd40-20ff-4809-8cbb-87c7cc41665c,82.49326,4.412716593033559,3,7,4,2,27.497753333333335
14,SR,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,40.8471146,3.7098361847843835,2,9,5,1,20.4235573
14,SR,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,94.18043,4.545212410530192,3,8,3,2,31.39347666666667
14,P+SR,eee4a904-a6ad-4369-970f-b656e1f59f12,100.597847,4.611130855846164,1,2,2,2,100.597847
14,P+SR,fe0ef0b0-c647-4b3a-b2f6-68a75133a566,27.1963673,3.30308340923561,1,1,1,1,27.1963673
14,P+SR,f548cabb-2a47-4399-a702-f76d5d1336df,30.1190357,3.4051573871469487,1,2,2,1,30.1190357
14,P+SR,81c1a60b-c8ac-4a16-b831-1df68863e61e,40.10807,3.691577560947879,1,1,1,2,40.10807
14,P+SR,0ebd3226-6abe-4b54-8d2f-6c4c8adc1978,30.5592213,3.4196664829527306,1,2,2,2,30.5592213
14,P+SR,d58fe3c1-28a0-4e49-9e2f-e72569f6e61e,170.529068,5.138905768995867,5,15,4,3,34.1058136
14,P+SR,e2dc0c9a-3e6f-40a4-b8c5-7289c1efe296,18.8341389,2.935671122020855,1,1,1,1,18.8341389
14,P+SR,c87d383c-41db-4303-8615-9271bbf2465e,55.9302864,4.024106029506958,2,4,2,2,27.9651432
14,P+SR,8aeed698-e7ee-41ef-bfe7-56f37e2232ab,34.063694,3.5282321250201227,1,3,3,3,34.063694
14,P+SR,137e922c-0877-46af-a797-5a32df2edf5d,71.0810547,4.263820841386832,3,6,3,3,23.693684899999997
14,P+SR,7cbd6f03-54a0-426f-b4ea-d8e0ce58e276,42.60386,3.7519448594990954,2,4,2,1,21.30193
14,P+SR,2369c5c0-c4bb-4308-a9cd-05a64a69f91a,36.47168,3.5965360690187342,1,6,6,2,36.47168
14,Pointing,9e93766e-b621-4d6e-9927-173ac982bf3a,34.63483,3.544859823132798,2,3,2,2,17.317415
14,Pointing,25c3ccdb-26c7-4109-bcfe-730434f9caa9,27.66438,3.3201456651103296,1,2,2,1,27.66438
14,Pointing,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,35.1823654,3.560544974115617,2,9,6,2,17.5911827
14,Pointing,95479aa7-9c98-49e4-817e-727302518dae,13.0519724,2.568939264110389,1,3,3,1,13.0519724
14,Pointing,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,11.2460613,2.420017960682115,1,1,1,1,11.2460613
14,Pointing,386be10f-0686-4118-928d-b57f06593b2f,27.0212173,3.296622383330722,2,5,3,2,13.51060865
14,Pointing,4f145d76-f69f-4547-90a7-56281733ca5b,22.1702137,3.098749662733771,2,3,2,2,11.08510685
14,Pointing,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,34.4443626,3.5393453440111173,2,6,4,2,17.2221813
14,Pointing,4fd86244-384f-4a69-adc8-6fd13c16422c,48.4562721,3.880661785066545,4,8,3,3,12.114068025
14,Pointing,19e8d0a8-02bf-4644-9732-e4190e13825e,22.3042622,3.1047777902478964,2,6,4,2,11.1521311
14,Pointing,fcee09b7-efa4-4e87-956e-553ee7bb3648,12.1850758,2.500211907821054,1,2,2,1,12.1850758
14,Pointing,1a84f2f7-1739-41af-94ae-9a3c6677e61d,17.38456,2.8555824559649663,2,5,3,2,8.69228
14,Label,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,51.9151764,3.949611163611534,3,7,2,2,17.3050588
14,Label,b594ae95-d981-4868-ae48-3f63eb87087a,23.0088444,3.1358786811433617,1,4,4,2,23.0088444
14,Label,3bc363f5-3c91-4c51-8139-93034b21f3a9,57.58491,4.053260554212643,3,3,1,1,19.19497
14,Label,7612d934-759d-4a55-9a58-ef65940b7162,24.0278473,3.179213461881988,1,3,3,3,24.0278473
14,Label,fd995852-c28d-49e9-97b5-9774af3241c3,145.150848,4.977773532685747,4,19,7,3,36.287712
14,Label,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,18.6438885,2.925518398016319,1,2,2,1,18.6438885
14,Label,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,186.325256,5.2274938347101925,9,21,4,2,20.702806222222222
14,Label,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,14.0591888,2.643276189127737,1,1,1,1,14.0591888
14,Label,e0153245-d5d9-449a-87f1-2a35d3239eef,33.5753441,3.513791991053731,1,6,6,2,33.5753441
14,Label,e81806f6-a4f2-4336-b77b-3407e101bc18,34.432373,3.53899719742674,1,3,3,2,34.432373
14,Label,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,15.3291969,2.729759304035913,1,3,3,1,15.3291969
14,Label,04f5e376-2845-485a-8cb1-c38e3858ff8a,56.605587,4.036107690584951,2,9,7,2,28.3027935
15,SR,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,62.1045876,4.128819860606989,1,1,1,1,62.1045876
15,SR,bee10050-f98c-456a-a684-4435ee88ef00,84.9104156,4.44159676659357,3,6,3,3,28.303471866666666
15,SR,c78550a2-290e-4b94-98db-961c2110c668,76.4325943,4.336409232156418,3,11,5,2,25.477531433333336
15,SR,40573e58-0087-4bb3-9ed7-d18a24a35b78,93.36344,4.536499833914734,3,21,9,3,31.121146666666665
15,SR,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,93.74013,4.540526379308192,5,19,5,2,18.748026
15,SR,7aeefa77-f398-4a26-b615-e50c4d05ba64,35.11437,3.5586104483992083,2,3,2,2,17.557185
15,SR,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,54.5577278,3.9992593667735643,2,7,4,1,27.2788639
15,SR,2e919b0d-6d84-4641-a535-930a7ca6c8b7,63.8292465,4.156211494404305,2,5,3,3,31.91462325
15,SR,79dc7e7b-d1c7-4237-908d-f541b20406d4,44.2445641,3.789732518710109,1,1,1,1,44.2445641
15,SR,ae59cd40-20ff-4809-8cbb-87c7cc41665c,95.40666,4.558148387338298,1,4,4,2,95.40666
15,SR,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,214.670685,5.369105156205146,4,17,6,1,53.66767125
15,SR,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,106.917648,4.672058893273433,2,4,2,2,53.458824
15,P+SR,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,58.4215164,4.067684253486809,1,2,2,1,58.4215164
15,P+SR,04f5e376-2845-485a-8cb1-c38e3858ff8a,54.13763,3.991529507830866,2,6,4,2,27.068815
15,P+SR,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,43.1731758,3.7652193718372935,1,4,4,2,43.1731758
15,P+SR,e81806f6-a4f2-4336-b77b-3407e101bc18,25.9351,3.255597263589259,1,3,3,2,25.9351
15,P+SR,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,18.7584038,2.9316418546702736,1,1,1,1,18.7584038
15,P+SR,b594ae95-d981-4868-ae48-3f63eb87087a,45.53672,3.8185190334479344,2,8,4,2,22.76836
15,P+SR,e0153245-d5d9-449a-87f1-2a35d3239eef,69.55942,4.242181351325961,2,12,6,2,34.77971
15,P+SR,7612d934-759d-4a55-9a58-ef65940b7162,27.4590836,3.3126970276052483,1,3,3,3,27.4590836
15,P+SR,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,48.7723045,3.8871626210148693,1,2,2,2,48.7723045
15,P+SR,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,30.6584835,3.4229094103808606,1,3,3,1,30.6584835
15,P+SR,fd995852-c28d-49e9-97b5-9774af3241c3,124.545082,4.82466775477845,4,15,6,3,31.1362705
15,P+SR,3bc363f5-3c91-4c51-8139-93034b21f3a9,15.7856884,2.759103732082145,1,1,1,1,15.7856884
15,Pointing,386be10f-0686-4118-928d-b57f06593b2f,40.4982529,3.7012588349104063,2,5,3,2,20.24912645
15,Pointing,1a84f2f7-1739-41af-94ae-9a3c6677e61d,58.2404976,4.064580947807975,2,5,3,2,29.1202488
15,Pointing,4f145d76-f69f-4547-90a7-56281733ca5b,33.7529144,3.519066766182961,2,3,2,2,16.8764572
15,Pointing,19e8d0a8-02bf-4644-9732-e4190e13825e,54.7795258,4.0033165073535075,2,6,4,2,27.3897629
15,Pointing,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,88.67832,4.48501544004904,2,6,4,2,44.33916
15,Pointing,25c3ccdb-26c7-4109-bcfe-730434f9caa9,36.365,3.593606773606504,1,2,2,1,36.365
15,Pointing,4fd86244-384f-4a69-adc8-6fd13c16422c,75.0622559,4.318317847878212,3,6,3,3,25.020751966666666
15,Pointing,95479aa7-9c98-49e4-817e-727302518dae,23.9037685,3.174036124331891,1,3,3,1,23.9037685
15,Pointing,9e93766e-b621-4d6e-9927-173ac982bf3a,52.6742744,3.9641271845597803,2,3,2,2,26.3371372
15,Pointing,fcee09b7-efa4-4e87-956e-553ee7bb3648,33.8819466,3.5228823238594287,1,2,2,1,33.8819466
15,Pointing,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,32.624794,3.485072551446678,1,1,1,1,32.624794
15,Pointing,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,103.523079,4.639794573355097,4,27,9,2,25.88076975
15,Label,d58fe3c1-28a0-4e49-9e2f-e72569f6e61e,101.794876,4.622959768861413,3,8,4,3,33.931625333333336
15,Label,2369c5c0-c4bb-4308-a9cd-05a64a69f91a,54.9567,4.006545602443278,2,9,6,2,27.47835
15,Label,e2dc0c9a-3e6f-40a4-b8c5-7289c1efe296,36.4262924,3.5952908325774287,1,1,1,1,36.4262924
15,Label,137e922c-0877-46af-a797-5a32df2edf5d,73.21655,4.293421488308294,1,3,3,3,73.21655
15,Label,c87d383c-41db-4303-8615-9271bbf2465e,231.0661,5.4427038167756425,5,9,3,2,46.21322
15,Label,fe0ef0b0-c647-4b3a-b2f6-68a75133a566,54.66474,4.001218894632569,2,1,1,1,27.33237
15,Label,8aeed698-e7ee-41ef-bfe7-56f37e2232ab,107.794342,4.680225171012111,2,6,3,3,53.897171
15,Label,81c1a60b-c8ac-4a16-b831-1df68863e61e,210.319824,5.348629343601192,5,11,3,2,42.0639648
15,Label,eee4a904-a6ad-4369-970f-b656e1f59f12,35.3296738,3.5647232283819257,2,3,2,2,17.6648369
15,Label,7cbd6f03-54a0-426f-b4ea-d8e0ce58e276,36.9074135,3.608412438726279,1,2,2,1,36.9074135
15,Label,0ebd3226-6abe-4b54-8d2f-6c4c8adc1978,38.4843559,3.6502518184554242,2,3,2,2,19.24217795
15,Label,f548cabb-2a47-4399-a702-f76d5d1336df,42.76436,3.755705045411583,1,2,2,1,42.76436
16,SR,1a84f2f7-1739-41af-94ae-9a3c6677e61d,43.43072,3.7711670248113367,1,3,3,2,43.43072
16,SR,386be10f-0686-4118-928d-b57f06593b2f,101.21534,4.61725032639379,3,9,3,2,33.73844666666667
16,SR,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,64.05571,4.159753173471462,2,4,1,1,32.027855
16,SR,25c3ccdb-26c7-4109-bcfe-730434f9caa9,75.12087,4.319098416302591,3,6,1,1,25.04029
16,SR,4fd86244-384f-4a69-adc8-6fd13c16422c,52.22247,3.95551286203748,1,3,3,3,52.22247
16,SR,19e8d0a8-02bf-4644-9732-e4190e13825e,100.353882,4.608702759098003,3,12,4,2,33.451294
16,SR,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,122.756218,4.810200421196149,2,9,6,2,61.378109
16,SR,95479aa7-9c98-49e4-817e-727302518dae,56.3820953,4.03215164888331,2,5,3,1,28.19104765
16,SR,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,77.92591,4.355758503480627,2,4,2,2,38.962955
16,SR,4f145d76-f69f-4547-90a7-56281733ca5b,22.8722515,3.1299244509371698,1,2,2,2,22.8722515
16,SR,fcee09b7-efa4-4e87-956e-553ee7bb3648,27.7737789,3.324092370562849,2,2,2,1,13.88688945
16,SR,9e93766e-b621-4d6e-9927-173ac982bf3a,80.3048859,4.385830464680778,4,11,2,2,20.076221475
16,P+SR,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,38.7940025,3.658265659939053,2,3,2,2,19.39700125
16,P+SR,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,24.2745552,3.1894286906315528,1,4,4,2,24.2745552
16,P+SR,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,20.4905243,3.0199625500151908,1,4,4,1,20.4905243
16,P+SR,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,16.8637257,2.8251649068092113,1,3,3,1,16.8637257
16,P+SR,c78550a2-290e-4b94-98db-961c2110c668,22.0253334,3.092193309051602,1,4,4,2,22.0253334
16,P+SR,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,17.6236839,2.869243673569789,1,1,1,1,17.6236839
16,P+SR,2e919b0d-6d84-4641-a535-930a7ca6c8b7,27.18477,3.302656890013997,1,3,3,3,27.18477
16,P+SR,40573e58-0087-4bb3-9ed7-d18a24a35b78,38.9160423,3.6614065640691122,1,9,9,3,38.9160423
16,P+SR,79dc7e7b-d1c7-4237-908d-f541b20406d4,17.232399,2.8467912747420696,1,1,1,1,17.232399
16,P+SR,ae59cd40-20ff-4809-8cbb-87c7cc41665c,31.6227131,3.453875631389492,3,12,5,2,10.540904366666666
16,P+SR,7aeefa77-f398-4a26-b615-e50c4d05ba64,20.5153828,3.021174985237489,1,2,2,2,20.5153828
16,P+SR,bee10050-f98c-456a-a684-4435ee88ef00,33.69356,3.5173067211739326,1,3,3,3,33.69356
16,Label,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,162.297012,5.089428063999871,4,9,2,2,40.574253
16,Label,e0153245-d5d9-449a-87f1-2a35d3239eef,43.8471069,3.7807087394466183,1,6,6,2,43.8471069
16,Label,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,40.8077164,3.708871190978755,2,6,3,1,20.4038582
16,Label,3bc363f5-3c91-4c51-8139-93034b21f3a9,36.0058632,3.583681791861441,2,2,1,1,18.0029316
16,Label,fd995852-c28d-49e9-97b5-9774af3241c3,62.8900337,4.1413877044115255,2,9,6,3,31.44501685
16,Label,04f5e376-2845-485a-8cb1-c38e3858ff8a,32.9108353,3.4938019439762047,1,4,4,2,32.9108353
16,Label,7612d934-759d-4a55-9a58-ef65940b7162,41.76491,3.7320565132911456,1,3,3,3,41.76491
16,Label,b594ae95-d981-4868-ae48-3f63eb87087a,30.3338718,3.4122649693395335,1,4,4,2,30.3338718
16,Label,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,16.7100754,2.816011854865225,1,1,1,1,16.7100754
16,Label,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,63.35493,4.148752725365091,2,6,4,2,31.677465
16,Label,e81806f6-a4f2-4336-b77b-3407e101bc18,56.23428,4.029526535359777,5,13,3,2,11.246856
16,Label,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,18.6577644,2.926262381167802,1,2,2,1,18.6577644
16,SR,1a84f2f7-1739-41af-94ae-9a3c6677e61d,43.43072,3.7711670248113367,1,3,3,2,43.43072
16,SR,386be10f-0686-4118-928d-b57f06593b2f,101.21534,4.61725032639379,3,9,3,2,33.73844666666667
16,SR,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,64.05571,4.159753173471462,2,4,1,1,32.027855
16,SR,25c3ccdb-26c7-4109-bcfe-730434f9caa9,75.12087,4.319098416302591,3,6,1,1,25.04029
16,SR,4fd86244-384f-4a69-adc8-6fd13c16422c,52.22247,3.95551286203748,1,3,3,3,52.22247
16,SR,19e8d0a8-02bf-4644-9732-e4190e13825e,100.353882,4.608702759098003,3,12,4,2,33.451294
16,SR,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,122.756218,4.810200421196149,2,9,6,2,61.378109
16,SR,95479aa7-9c98-49e4-817e-727302518dae,56.3820953,4.03215164888331,2,5,3,1,28.19104765
16,SR,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,77.92591,4.355758503480627,2,4,2,2,38.962955
16,SR,4f145d76-f69f-4547-90a7-56281733ca5b,22.8722515,3.1299244509371698,1,2,2,2,22.8722515
16,SR,fcee09b7-efa4-4e87-956e-553ee7bb3648,27.7737789,3.324092370562849,2,2,2,1,13.88688945
16,SR,9e93766e-b621-4d6e-9927-173ac982bf3a,80.3048859,4.385830464680778,4,11,2,2,20.076221475
16,P+SR,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,38.7940025,3.658265659939053,2,3,2,2,19.39700125
16,P+SR,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,24.2745552,3.1894286906315528,1,4,4,2,24.2745552
16,P+SR,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,20.4905243,3.0199625500151908,1,4,4,1,20.4905243
16,P+SR,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,16.8637257,2.8251649068092113,1,3,3,1,16.8637257
16,P+SR,c78550a2-290e-4b94-98db-961c2110c668,22.0253334,3.092193309051602,1,4,4,2,22.0253334
