participant,condition,file,taskId,finalId,T_task_sec,N_cmds,n_devices_required,n_colors_required,device_arrange_id
12,SR,1_D.json,ae59cd40-20ff-4809-8cbb-87c7cc41665c,1da4400b-019e-484e-8ac6-67a1c911c42d,95.3121643,2,4,,
12,SR,1_D.json,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,4350f759-9e36-45ea-8d23-0bbe2916ce3d,98.30206,3,3,,
12,P+SR,2_C.json,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,e4e790ba-4aac-40d4-a3ca-d6a7e3214fa0,34.049675,1,3,,
12,P+SR,2_C.json,3bc363f5-3c91-4c51-8139-93034b21f3a9,c543d9f6-1a9b-467b-9a0c-b55f65779b0f,52.9558258,1,1,,
12,P+SR,2_C.json,7612d934-759d-4a55-9a58-ef65940b7162,5d901eaf-7de4-4836-a696-dc9e8baea779,41.7490044,1,3,,
12,P+SR,2_C.json,e81806f6-a4f2-4336-b77b-3407e101bc18,b5b15014-89f9-4614-9c53-1a0710cac1de,26.58157,1,3,,
12,P+SR,2_C.json,fd995852-c28d-49e9-97b5-9774af3241c3,07469330-161b-41ad-9f96-018aa9a13d5b,53.9204636,3,6,,
12,P+SR,2_C.json,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,169b1549-ccfe-495f-b312-5a97dde78165,46.36486,1,1,,
12,P+SR,2_C.json,04f5e376-2845-485a-8cb1-c38e3858ff8a,a56e58d8-db7d-41e9-847f-b7c97a1070c3,52.94804,1,4,,
12,P+SR,2_C.json,e0153245-d5d9-449a-87f1-2a35d3239eef,cf889160-a372-4328-8e3d-97a59ae4dc1c,32.9773636,1,6,,
12,P+SR,2_C.json,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,a202a9c9-d05d-494f-8aae-5073b1590ad6,79.59707,2,4,,
12,P+SR,2_C.json,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,fcb969cf-e3a8-4406-9d4b-6d0a9efa0d19,21.849966,1,2,,
12,P+SR,2_C.json,b594ae95-d981-4868-ae48-3f63eb87087a,77ffeb2e-56ac-45c2-b7e1-0fd38f036eb1,25.0977974,1,4,,
12,P+SR,2_C.json,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,94a0e22f-be2d-4ea4-8761-ac16ea64eb37,62.1901,3,2,,
13,Label,4_C.json,b594ae95-d981-4868-ae48-3f63eb87087a,1bbdb9d7-53ea-4432-9184-357f878346fb,140.347443,4,4,,
13,Label,4_C.json,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,296bcaeb-ae63-4b25-8d21-c26a8087b9ee,70.8556747,1,2,,
13,Label,4_C.json,7612d934-759d-4a55-9a58-ef65940b7162,bda3f373-f2a8-4000-aa65-2d89d0a09e44,59.0212822,3,3,,
13,Label,4_C.json,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,d1c70561-1a47-4be2-99d1-348fc52f9984,93.90537,4,4,,
13,Label,4_C.json,e81806f6-a4f2-4336-b77b-3407e101bc18,392beab8-7bb5-48d3-8865-4c846fe8c708,105.800957,5,3,,
13,Label,4_C.json,e0153245-d5d9-449a-87f1-2a35d3239eef,eede0424-debc-404e-a6a1-59d0509ad01d,90.78726,2,6,,
13,Label,4_C.json,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,76a8e1c6-19ff-4640-9554-1fa5d2838ece,26.5398769,1,3,,
13,Label,4_C.json,04f5e376-2845-485a-8cb1-c38e3858ff8a,af8b3d39-5dab-4b6b-a71d-2d522bd9a8ee,44.9112053,2,4,,
13,Label,4_C.json,fd995852-c28d-49e9-97b5-9774af3241c3,b7732ae2-ca1e-4b3d-b653-cb2727976b84,107.742485,5,6,,
13,Label,4_C.json,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,a0a9f1db-cda7-47f8-91f1-8afd79c97d54,29.5866337,1,1,,
13,Label,4_C.json,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,10933754-bc4d-405d-af46-21956faa8542,83.66895,3,3,,
13,Label,4_C.json,3bc363f5-3c91-4c51-8139-93034b21f3a9,d278de5c-fc22-4a07-a163-0fa4e78384af,29.6899452,1,1,,
13,P+SR,2_D.json,40573e58-0087-4bb3-9ed7-d18a24a35b78,8a6d8f09-23fa-4f14-839d-e225593d6afb,119.530083,1,9,,
13,P+SR,2_D.json,bee10050-f98c-456a-a684-4435ee88ef00,5c96dc96-f55b-4310-92c0-91b0cc194503,79.48905,1,3,,
13,P+SR,2_D.json,2e919b0d-6d84-4641-a535-930a7ca6c8b7,32f90a17-edc6-4c47-b6c7-225aa4f431d8,60.8537445,1,3,,
13,P+SR,2_D.json,ae59cd40-20ff-4809-8cbb-87c7cc41665c,a6ab7ee9-802d-4a12-9fb7-ad38295ac9fd,60.9762421,1,4,,
13,P+SR,2_D.json,7aeefa77-f398-4a26-b615-e50c4d05ba64,1deb353f-dae6-4ae0-b4ce-c2309f0730bc,74.75196,1,2,,
13,P+SR,2_D.json,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,cdaab5b2-1a18-4b13-8f46-3cf469e7851a,68.97535,1,4,,
13,P+SR,2_D.json,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,75020e89-5485-44db-a654-f8cd3304a5e7,38.7444229,1,4,,
13,P+SR,2_D.json,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,8463def9-4327-464f-8e0c-b353175a81ec,61.84543,1,1,,
13,P+SR,2_D.json,c78550a2-290e-4b94-98db-961c2110c668,6c92e820-c734-4457-a1ac-1492997f59cc,39.3822174,1,4,,
13,P+SR,2_D.json,79dc7e7b-d1c7-4237-908d-f541b20406d4,e1d21fd9-561c-441d-b34e-0ab19273715b,26.6808071,1,1,,
13,P+SR,2_D.json,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,4740cb7c-463b-434f-b592-b41708aa20ff,55.71344,1,2,,
13,P+SR,2_D.json,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,40613a6e-c7a9-47c9-a6ca-fabcb040a039,44.3558235,1,3,,
13,Pointing,3_A.json,fe0ef0b0-c647-4b3a-b2f6-68a75133a566,952e196c-3502-4686-b5e2-ebfa4b397a45,58.438385,1,1,,
13,Pointing,3_A.json,d58fe3c1-28a0-4e49-9e2f-e72569f6e61e,37c4ecd3-0e64-42d6-afad-21b2ee88a1c6,88.26167,3,4,,
13,Pointing,3_A.json,81c1a60b-c8ac-4a16-b831-1df68863e61e,3fabc304-439a-4fd3-a434-39e7cc14ddb4,79.28168,3,3,,
13,Pointing,3_A.json,e2dc0c9a-3e6f-40a4-b8c5-7289c1efe296,4cab1394-8916-4413-a7d4-bc2a7537b40c,28.5207138,1,1,,
13,Pointing,3_A.json,137e922c-0877-46af-a797-5a32df2edf5d,a428906d-0258-451e-9554-eb15f0f68446,81.53101,3,3,,
13,Pointing,3_A.json,8aeed698-e7ee-41ef-bfe7-56f37e2232ab,4df65ac6-b7d9-4f7e-b328-b36b1b4f2a88,97.68423,3,3,,
13,Pointing,3_A.json,7cbd6f03-54a0-426f-b4ea-d8e0ce58e276,53840042-6b8a-4cf3-93dc-349973f7a3a4,40.26937,1,2,,
13,Pointing,3_A.json,2369c5c0-c4bb-4308-a9cd-05a64a69f91a,3ece25e6-1819-4568-9d8f-cfd1579da3b0,74.94768,2,6,,
13,Pointing,3_A.json,0ebd3226-6abe-4b54-8d2f-6c4c8adc1978,3977472b-d0a9-4336-a20c-f1111739d59e,38.75392,2,2,,
13,Pointing,3_A.json,c87d383c-41db-4303-8615-9271bbf2465e,bf346a50-6954-4600-9145-d180b2d79762,52.9181976,2,2,,
13,Pointing,3_A.json,eee4a904-a6ad-4369-970f-b656e1f59f12,7bba0c76-d30a-427e-9a72-31ebf89bedc8,41.66402,2,2,,
13,Pointing,3_A.json,f548cabb-2a47-4399-a702-f76d5d1336df,25f9c9ae-d4f0-4091-8263-5672aa3b7977,34.0765457,1,2,,
13,SR,1_B.json,1a84f2f7-1739-41af-94ae-9a3c6677e61d,2a318333-87af-4afa-90e0-0aa9cde9710e,62.6025162,1,3,,
13,SR,1_B.json,386be10f-0686-4118-928d-b57f06593b2f,8e5142eb-8416-40d7-a5a4-6a8674084143,152.570572,2,3,,
13,SR,1_B.json,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,3d87cd84-3f75-4b2e-a6c0-e62dfdf66966,348.812225,4,1,,
13,SR,1_B.json,25c3ccdb-26c7-4109-bcfe-730434f9caa9,83de1609-0cb5-434b-a0a8-9cede7774b98,159.822174,2,2,,
13,SR,1_B.json,4fd86244-384f-4a69-adc8-6fd13c16422c,ec64f8fd-6a8f-409b-8ae7-e4d6d8739a31,329.857849,5,3,,
13,SR,1_B.json,19e8d0a8-02bf-4644-9732-e4190e13825e,9a4ef7ab-7b8c-409b-87e1-ce5e98964214,238.5165,4,4,,
13,SR,1_B.json,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,54610f39-c200-4776-9466-07f2096542a6,289.322876,1,6,,
13,SR,1_B.json,95479aa7-9c98-49e4-817e-727302518dae,9e8eacdb-572e-4e73-94c2-253301708d23,199.344757,3,4,,
13,SR,1_B.json,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,16186742-db6f-4b44-8aaf-f74a74259e7f,235.892532,2,5,,
13,SR,1_B.json,4f145d76-f69f-4547-90a7-56281733ca5b,5197d82d-dd2d-4eb5-8afc-98638dfabd5b,45.52027,1,2,,
13,SR,1_B.json,fcee09b7-efa4-4e87-956e-553ee7bb3648,db7f02e3-f81c-4532-8199-074c8f468d59,39.7584038,1,2,,
13,SR,1_B.json,9e93766e-b621-4d6e-9927-173ac982bf3a,c4c6c694-b31e-40c4-9113-915adf7d012c,84.12878,2,2,,
14,P+SR,2_A.json,eee4a904-a6ad-4369-970f-b656e1f59f12,720176f2-3216-4597-930c-f190560944ee,100.597847,1,2,,
14,P+SR,2_A.json,fe0ef0b0-c647-4b3a-b2f6-68a75133a566,0434a0e1-8674-4c70-b8ab-c4e013402e3e,27.1963673,1,1,,
14,P+SR,2_A.json,f548cabb-2a47-4399-a702-f76d5d1336df,3b6b4b5b-0e3a-41db-9840-e1e513075de9,30.1190357,1,2,,
14,P+SR,2_A.json,81c1a60b-c8ac-4a16-b831-1df68863e61e,ce9f6c14-648d-4f25-840b-d4fe6560e401,40.10807,1,1,,
14,P+SR,2_A.json,0ebd3226-6abe-4b54-8d2f-6c4c8adc1978,3b27c48b-aa39-44b8-acf1-3d559e514cff,30.5592213,1,2,,
14,P+SR,2_A.json,d58fe3c1-28a0-4e49-9e2f-e72569f6e61e,bfe6bb43-bd8a-4bb0-bf1d-1ade1f12a67d,170.529068,5,4,,
14,P+SR,2_A.json,e2dc0c9a-3e6f-40a4-b8c5-7289c1efe296,67bf565e-52ce-492f-ae20-9d2fa3794112,18.8341389,1,1,,
14,P+SR,2_A.json,c87d383c-41db-4303-8615-9271bbf2465e,eaf95836-de36-4d3d-ba14-b103867dc14e,55.9302864,2,2,,
14,P+SR,2_A.json,8aeed698-e7ee-41ef-bfe7-56f37e2232ab,2abad391-b7d9-4c5b-93aa-000735ca9e6e,34.063694,1,3,,
14,P+SR,2_A.json,137e922c-0877-46af-a797-5a32df2edf5d,a13d6899-37d2-4ab0-8669-c5dea89e81c9,71.0810547,3,3,,
14,P+SR,2_A.json,7cbd6f03-54a0-426f-b4ea-d8e0ce58e276,41270fec-6629-4a62-ac30-44382953a246,42.60386,2,2,,
14,P+SR,2_A.json,2369c5c0-c4bb-4308-a9cd-05a64a69f91a,7c2c5bb6-d893-4e74-a6a4-1d12d3ca1372,36.47168,1,6,,
14,Label,4_C.json,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,6ab2a3f6-0fb9-44f9-bc81-2d92564e9136,51.9151764,3,2,,
14,Label,4_C.json,b594ae95-d981-4868-ae48-3f63eb87087a,3b8f84da-666f-44e3-95ff-9a00d4ced345,23.0088444,1,4,,
14,Label,4_C.json,3bc363f5-3c91-4c51-8139-93034b21f3a9,f4169b56-6cd5-4c30-bccf-572359bc0953,57.58491,3,1,,
14,Label,4_C.json,7612d934-759d-4a55-9a58-ef65940b7162,fe4ab736-4155-4639-a0c9-ef6c33ab4a9b,24.0278473,1,3,,
14,Label,4_C.json,fd995852-c28d-49e9-97b5-9774af3241c3,847b0740-bd9f-4eb8-a6a8-662b134a1257,145.150848,4,7,,
14,Label,4_C.json,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,0e5c9fe9-a1e6-4818-916b-030bac798fcb,18.6438885,1,2,,
14,Label,4_C.json,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,7d0dbc12-efbd-42c9-abc5-461056ec7b8a,186.325256,9,4,,
14,Label,4_C.json,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,c65a387f-c168-4a09-b1cf-1d8a031b6236,14.0591888,1,1,,
14,Label,4_C.json,e0153245-d5d9-449a-87f1-2a35d3239eef,ac90df7a-594b-4a59-90fe-227b5c923bda,33.5753441,1,6,,
14,Label,4_C.json,e81806f6-a4f2-4336-b77b-3407e101bc18,6b449ca8-60b4-4826-a275-ea30d6b8a00e,34.432373,1,3,,
14,Label,4_C.json,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,f6bef778-4e86-4870-8378-5bf0d814fdc6,15.3291969,1,3,,
14,Label,4_C.json,04f5e376-2845-485a-8cb1-c38e3858ff8a,63b83e4c-46ad-48b8-a20e-0b6d6868ddba,56.605587,2,7,,
14,Pointing,3_B.json,9e93766e-b621-4d6e-9927-173ac982bf3a,c6b29d08-8999-4e2f-89df-9029283e7e8a,34.63483,2,2,,
14,Pointing,3_B.json,25c3ccdb-26c7-4109-bcfe-730434f9caa9,fe43f1e7-ff13-4b85-a96a-8358cd71faf6,27.66438,1,2,,
14,Pointing,3_B.json,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,54f887c8-3bde-4e01-919d-a8abefff9f1b,35.1823654,2,6,,
14,Pointing,3_B.json,95479aa7-9c98-49e4-817e-727302518dae,a17bd59b-6088-4845-9eed-21cab46a05ec,13.0519724,1,3,,
14,Pointing,3_B.json,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,679a9f62-627a-4fae-b2ce-5ff9dfc0c04a,11.2460613,1,1,,
14,Pointing,3_B.json,386be10f-0686-4118-928d-b57f06593b2f,0aa4fde6-71e9-4c0c-8d8c-2173132ff8d5,27.0212173,2,3,,
14,Pointing,3_B.json,4f145d76-f69f-4547-90a7-56281733ca5b,d912c1a2-95b6-475f-841d-00c7231f386f,22.1702137,2,2,,
14,Pointing,3_B.json,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,6dd60f87-7689-48b7-8909-b1f5d2daf9d3,34.4443626,2,4,,
14,Pointing,3_B.json,4fd86244-384f-4a69-adc8-6fd13c16422c,61cbfca9-51ea-4f32-81ec-07a762ab5ff0,48.4562721,4,3,,
14,Pointing,3_B.json,19e8d0a8-02bf-4644-9732-e4190e13825e,1aeefeeb-5def-46ec-90b2-1c9525ece2c3,22.3042622,2,4,,
14,Pointing,3_B.json,fcee09b7-efa4-4e87-956e-553ee7bb3648,c1cc50f0-e68b-4eb8-9920-2cf870b176be,12.1850758,1,2,,
14,Pointing,3_B.json,1a84f2f7-1739-41af-94ae-9a3c6677e61d,3133f526-a42f-4cf2-a018-9e6e24dab89a,17.38456,2,3,,
14,SR,1_D.json,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,dc42e154-d97f-430e-b37f-9905ec43b61b,41.7676277,1,1,,
14,SR,1_D.json,bee10050-f98c-456a-a684-4435ee88ef00,01641862-6256-4215-9f5c-e9a385c53181,66.66119,4,3,,
14,SR,1_D.json,c78550a2-290e-4b94-98db-961c2110c668,e2c983a6-1131-4403-af00-dff35444ed1c,84.92883,6,4,,
14,SR,1_D.json,40573e58-0087-4bb3-9ed7-d18a24a35b78,e7e4f821-aae2-4618-ba09-9a1996c1be9a,147.7704,6,9,,
14,SR,1_D.json,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,84ba4db9-6b2f-4773-96ea-f7de4c36d9f5,93.83972,5,4,,
14,SR,1_D.json,7aeefa77-f398-4a26-b615-e50c4d05ba64,47aea52d-f729-4c64-b365-8974632a396e,70.22119,4,2,,
14,SR,1_D.json,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,c6faa77b-63c5-4c12-8f7c-a78ada95cd64,146.6066,10,3,,
14,SR,1_D.json,2e919b0d-6d84-4641-a535-930a7ca6c8b7,4978e080-f8ec-4d82-a39c-e880adf75e47,50.1559563,3,3,,
14,SR,1_D.json,79dc7e7b-d1c7-4237-908d-f541b20406d4,3025e5b6-4f09-4e0c-8262-65c6373a4c41,18.046587,1,1,,
14,SR,1_D.json,ae59cd40-20ff-4809-8cbb-87c7cc41665c,5828c425-375d-4c95-8bd1-58b19a6b5d54,82.49326,3,4,,
14,SR,1_D.json,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,858ef1ea-555c-4db6-9d3b-5a3422257bf8,40.8471146,2,5,,
14,SR,1_D.json,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,4009883d-8938-4d6c-91ec-e65cb7f3fac0,94.18043,3,3,,
15,Label,4_A.json,d58fe3c1-28a0-4e49-9e2f-e72569f6e61e,f375acf6-525a-4542-9fcc-709b7adf6dad,101.794876,3,4,,
15,Label,4_A.json,2369c5c0-c4bb-4308-a9cd-05a64a69f91a,f7f83574-e6cc-47ee-b597-27f8b9db680f,54.9567,2,6,,
15,Label,4_A.json,e2dc0c9a-3e6f-40a4-b8c5-7289c1efe296,c1d38366-e680-4d3e-a104-3566e5fffd2d,36.4262924,1,1,,
15,Label,4_A.json,137e922c-0877-46af-a797-5a32df2edf5d,46a184a9-d4f1-4317-ad63-95f1d7b6adfb,73.21655,1,3,,
15,Label,4_A.json,c87d383c-41db-4303-8615-9271bbf2465e,9c42b31d-2a66-490e-9364-81f5e24cbae5,231.0661,5,3,,
15,Label,4_A.json,fe0ef0b0-c647-4b3a-b2f6-68a75133a566,42651287-8fab-476c-968e-88f7d8c5e891,54.66474,2,1,,
15,Label,4_A.json,8aeed698-e7ee-41ef-bfe7-56f37e2232ab,3b06feee-8120-40a4-a52e-39524a595577,107.794342,2,3,,
15,Label,4_A.json,81c1a60b-c8ac-4a16-b831-1df68863e61e,f06c769e-c112-4a71-aed6-15c9f725e733,210.319824,5,3,,
15,Label,4_A.json,eee4a904-a6ad-4369-970f-b656e1f59f12,5395cb30-22e6-48fc-8bfc-8165df8c5bf8,35.3296738,2,2,,
15,Label,4_A.json,7cbd6f03-54a0-426f-b4ea-d8e0ce58e276,052e3ce8-69c1-4409-b0bc-55263a5752f6,36.9074135,1,2,,
15,Label,4_A.json,0ebd3226-6abe-4b54-8d2f-6c4c8adc1978,9a48aa36-0e3d-45d8-b2de-c7e34e33d4c8,38.4843559,2,2,,
15,Label,4_A.json,f548cabb-2a47-4399-a702-f76d5d1336df,33335ed0-3ff1-4ef6-8d21-3ab4f52eca97,42.76436,1,2,,
15,Pointing,3_B.json,386be10f-0686-4118-928d-b57f06593b2f,594f1d3e-1414-4f45-b60c-e4929e6a798c,40.4982529,2,3,,
15,Pointing,3_B.json,1a84f2f7-1739-41af-94ae-9a3c6677e61d,6425de31-469f-4b83-8b25-dcee00a4362d,58.2404976,2,3,,
15,Pointing,3_B.json,4f145d76-f69f-4547-90a7-56281733ca5b,fcd323a4-ee04-4d6d-8e10-166def411355,33.7529144,2,2,,
15,Pointing,3_B.json,19e8d0a8-02bf-4644-9732-e4190e13825e,fe8bf765-5680-46ea-9bec-a7c274d616c0,54.7795258,2,4,,
15,Pointing,3_B.json,2a7b8c63-3775-4bbf-8841-7976b4ccf32f,f2866e12-7c86-4f08-b9d1-63d05b5b0ea4,88.67832,2,4,,
15,Pointing,3_B.json,25c3ccdb-26c7-4109-bcfe-730434f9caa9,e2b674af-4714-42ff-acb1-baf4bfc07bc0,36.365,1,2,,
15,Pointing,3_B.json,4fd86244-384f-4a69-adc8-6fd13c16422c,79164a9b-8fbe-4d72-8e48-b972483a6444,75.0622559,3,3,,
15,Pointing,3_B.json,95479aa7-9c98-49e4-817e-727302518dae,bec68d05-1b93-4fc3-81e5-98c75085534f,23.9037685,1,3,,
15,Pointing,3_B.json,9e93766e-b621-4d6e-9927-173ac982bf3a,198f4105-0f39-4486-a563-8b78feb615c9,52.6742744,2,2,,
15,Pointing,3_B.json,fcee09b7-efa4-4e87-956e-553ee7bb3648,016531ef-c353-47fe-b22b-eddc6cf0e081,33.8819466,1,2,,
15,Pointing,3_B.json,b3a3afee-32b8-4986-b9e8-16227e2c7bd9,32a14d26-d3ac-4e04-b44b-fd2ee40fa8b4,32.624794,1,1,,
15,Pointing,3_B.json,cd873fbb-fcc1-43bd-8f04-bb3b2d716af4,5d0c7a35-0dd6-4190-89a7-35ab6f97b2bf,103.523079,4,9,,
15,SR,1_D.json,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,357c6b95-8b3e-4e92-bf71-2dc13b2728be,62.1045876,1,1,,
15,SR,1_D.json,bee10050-f98c-456a-a684-4435ee88ef00,a3f46978-dfb0-44ab-a8cc-c180fcd1a0bc,84.9104156,3,3,,
15,SR,1_D.json,c78550a2-290e-4b94-98db-961c2110c668,7ea88ae3-907a-4152-8914-249961fc175f,76.4325943,3,5,,
15,SR,1_D.json,40573e58-0087-4bb3-9ed7-d18a24a35b78,1ed31775-4b8b-4ab2-8b50-64133b343ee6,93.36344,3,9,,
15,SR,1_D.json,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,1d4910a4-898c-4bd4-801a-f380ff370d1b,93.74013,5,5,,
15,SR,1_D.json,7aeefa77-f398-4a26-b615-e50c4d05ba64,72cba847-ef31-4e2e-91e7-667e329d1776,35.11437,2,2,,
15,SR,1_D.json,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,c26833a0-7f3d-4523-b696-16a348ad37f2,54.5577278,2,4,,
15,SR,1_D.json,2e919b0d-6d84-4641-a535-930a7ca6c8b7,90bac169-b67b-4169-8d05-e022a7412e2a,63.8292465,2,3,,
15,SR,1_D.json,79dc7e7b-d1c7-4237-908d-f541b20406d4,70424b40-2548-4a26-9db8-3fdc135a77b7,44.2445641,1,1,,
15,SR,1_D.json,ae59cd40-20ff-4809-8cbb-87c7cc41665c,744af43c-0b1f-429f-a014-143098e8c777,95.40666,1,4,,
15,SR,1_D.json,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,4c05b48e-5cba-43f3-8f14-46d94920c2d3,214.670685,4,6,,
15,SR,1_D.json,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,1b94e188-b1f3-4db2-bf26-ad0436039403,106.917648,2,2,,
15,P+SR,2_C.json,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,df4b96eb-f04f-44de-8f10-748e5198f68c,58.4215164,1,2,,
15,P+SR,2_C.json,04f5e376-2845-485a-8cb1-c38e3858ff8a,5252f9da-3173-41db-ab28-fd76103612cf,54.13763,2,4,,
15,P+SR,2_C.json,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,bbbed0ab-42fa-4b1a-9c5c-be18ea580d21,43.1731758,1,4,,
15,P+SR,2_C.json,e81806f6-a4f2-4336-b77b-3407e101bc18,3f79675e-6b5f-4f36-b4e0-407569647827,25.9351,1,3,,
15,P+SR,2_C.json,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,f98c9ac0-c443-4d78-860e-e476a9deb04d,18.7584038,1,1,,
15,P+SR,2_C.json,b594ae95-d981-4868-ae48-3f63eb87087a,f45692b1-6330-4e94-9ab2-64e99e44ff53,45.53672,2,4,,
15,P+SR,2_C.json,e0153245-d5d9-449a-87f1-2a35d3239eef,c417efc1-d636-47a2-86bf-8c72f485d9a9,69.55942,2,6,,
15,P+SR,2_C.json,7612d934-759d-4a55-9a58-ef65940b7162,994839ad-9477-4cbe-ab10-9685742f79ea,27.4590836,1,3,,
15,P+SR,2_C.json,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,2c0f60dd-6047-44f1-87ea-ecba066364d9,48.7723045,1,2,,
15,P+SR,2_C.json,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,e863c290-8272-4c21-84d6-adf15a06f897,30.6584835,1,3,,
15,P+SR,2_C.json,fd995852-c28d-49e9-97b5-9774af3241c3,9b6282a3-47f5-4851-9c86-634116e288e4,124.545082,4,6,,
15,P+SR,2_C.json,3bc363f5-3c91-4c51-8139-93034b21f3a9,e8b869e1-789f-46ea-a58f-b07f14923d21,15.7856884,1,1,,
16,Label,4_C.json,4e23551b-4fd6-49d6-bc2b-c11836bf2a24,1b3f10fe-c4a8-46c5-80d6-68674dcb5fa1,162.297012,4,2,,
16,Label,4_C.json,e0153245-d5d9-449a-87f1-2a35d3239eef,6fdf0cbd-a1f4-4d9f-85bd-4272ba0a3c1b,43.8471069,1,6,,
16,Label,4_C.json,ff4748e2-cd97-45bb-bf2c-e5c9c33f78ac,2a0ad5dd-2af7-43cf-899f-cccf14bed53c,40.8077164,2,3,,
16,Label,4_C.json,3bc363f5-3c91-4c51-8139-93034b21f3a9,690f6275-e9d0-41bd-8934-b7f6497c79bc,36.0058632,2,1,,
16,Label,4_C.json,fd995852-c28d-49e9-97b5-9774af3241c3,17014397-aca8-426c-bc38-d43362dc28a3,62.8900337,2,6,,
16,Label,4_C.json,04f5e376-2845-485a-8cb1-c38e3858ff8a,592f9a68-b172-4d77-a382-47f6b0e6fa6a,32.9108353,1,4,,
16,Label,4_C.json,7612d934-759d-4a55-9a58-ef65940b7162,779955ba-3313-41bb-a862-7b0667aab7c2,41.76491,1,3,,
16,Label,4_C.json,b594ae95-d981-4868-ae48-3f63eb87087a,07431076-ef0e-44ef-9788-c0b5250b596b,30.3338718,1,4,,
16,Label,4_C.json,b0e9f035-c92f-4dc6-bd0a-a10b2941f902,958ee4f1-d203-4d75-bc5a-ca4a54fc7d0c,16.7100754,1,1,,
16,Label,4_C.json,1ff814e6-7f85-4e81-ad9f-9aababb20e6d,c17100e4-e6b4-4cef-9b8c-b400e97bab71,63.35493,2,4,,
16,Label,4_C.json,e81806f6-a4f2-4336-b77b-3407e101bc18,c0d5c44f-3a92-4f4a-828a-f59e158fa962,56.23428,5,3,,
16,Label,4_C.json,3d9e0045-08fb-4a50-b4e5-e4b24c3554c9,164fe4de-720a-4537-9ee1-f064ad2b80eb,18.6577644,1,2,,
16,P+SR,2_D.json,5dde3eac-8ee6-4821-99d4-f6e4ae5f7bd2,c02214af-f39b-4aa8-a270-095d2063256e,38.7940025,2,2,,
16,P+SR,2_D.json,b1e13b56-4030-40b3-a8c7-fbc4554e6c18,b23d1763-4d7a-4095-9128-b6d2b57a1b94,24.2745552,1,4,,
16,P+SR,2_D.json,fdf65cab-a9a0-4e5f-ac35-c3cff2196644,98a94dc0-beaf-48a0-852d-bbbd838724e4,20.4905243,1,4,,
16,P+SR,2_D.json,09ff7f59-f6d6-4c54-9955-f1b4bfd11225,0f4d2d15-e8b4-4252-8366-25c73265626b,16.8637257,1,3,,
16,P+SR,2_D.json,c78550a2-290e-4b94-98db-961c2110c668,4323103f-d973-4e82-abd4-29a545ea7bd4,22.0253334,1,4,,
16,P+SR,2_D.json,2d0b42ad-6703-463c-81b3-4ee4d0c8b347,4bdc51d4-a563-43cd-81b5-e429be825ffb,17.6236839,1,1,,
16,P+SR,2_D.json,2e919b0d-6d84-4641-a535-930a7ca6c8b7,847c55b2-b822-4b4d-a54a-209cd10b1528,27.18477,1,3,,
16,P+SR,2_D.json,40573e58-0087-4bb3-9ed7-d18a24a35b78,c66b0474-502c-4d06-9d58-8343ca99e19f,38.9160423,1,9,,
