participant,condition,T_task_sec,N_cmds,n_devices_required,n_colors_required
3,SR,24.0057144,1,2,
3,Pointing,110.379768,2,6,
3,Pointing,63.75793,2,2,
3,Pointing,36.319767,2,2,
3,Pointing,48.0620766,3,3,
3,Pointing,23.91353,1,2,
3,Pointing,22.462471,1,2,
3,Pointing,22.88566,1,1,
3,Pointing,61.56123,4,3,
3,Pointing,53.34839,3,4,
3,Pointing,36.5518227,2,2,
3,Pointing,40.434597,2,3,
3,Pointing,17.907917,1,1,
4,Pointing,23.2668114,1,1,
4,Pointing,20.2059078,1,3,
4,Pointing,34.5857735,2,2,
4,Pointing,45.4290237,3,3,
4,Pointing,28.1743488,2,4,
4,Pointing,41.9554329,3,4,
4,Pointing,61.49721,3,3,
4,Pointing,18.3087273,1,1,
4,Pointing,38.57627,3,9,
4,Pointing,29.0460014,2,2,
4,Pointing,22.9396076,1,4,
4,Pointing,35.8655472,2,4,
4,Label,67.01313,2,1,
4,Label,24.7190113,1,1,
4,Label,64.17912,1,2,
4,Label,39.43218,1,2,
4,Label,148.858734,2,6,
4,Label,65.67649,1,6,
4,Label,45.9068756,1,3,
4,Label,162.2383,2,4,
4,Label,83.76952,2,4,
4,Label,133.487869,2,3,
4,Label,43.7238426,1,3,
4,Label,137.567688,1,4,
4,P+SR,123.229881,3,4,
4,P+SR,81.7249451,1,6,
4,P+SR,45.2496262,1,2,
4,P+SR,57.2065735,1,3,
4,P+SR,21.3586121,1,1,
4,P+SR,39.1467323,1,3,
4,P+SR,23.217,1,3,
4,P+SR,28.714901,1,3,
4,P+SR,21.5724888,1,2,
4,P+SR,45.3812523,2,4,
4,P+SR,23.968401,1,2,
4,P+SR,22.83236,1,2,
4,SR,94.82124,6,6,
4,SR,61.8121872,4,4,
4,SR,94.7528152,2,2,
4,SR,56.41617,3,2,
4,SR,165.769821,2,3,
4,SR,71.40555,1,3,
4,SR,28.4271259,1,3,
4,SR,240.646942,9,3,
4,SR,41.28562,2,2,
4,SR,63.32968,1,1,
4,SR,45.8912468,2,2,
4,SR,88.36287,2,2,
5,Pointing,82.83906,4,3,
5,Pointing,33.1635323,3,3,
5,Pointing,19.8262138,1,1,
5,Pointing,28.3419323,2,4,
5,Pointing,26.9722748,3,2,
5,Pointing,28.5986214,1,1,
5,Pointing,36.5498428,2,3,
5,Pointing,13.7378769,1,4,
5,Pointing,12.498147,1,1,
5,Pointing,30.3332329,2,4,
5,Pointing,116.618156,8,9,
5,Pointing,23.3735123,2,4,
5,Label,27.937891,1,1,
5,Label,66.08869,4,4,
5,Label,19.24799,1,2,
5,Label,29.4655476,1,1,
5,Label,37.6193657,2,2,
5,Label,52.77413,2,6,
5,Label,32.9700737,2,3,
5,Label,42.6232567,4,2,
5,Label,44.2072334,2,3,
5,Label,24.1452274,1,2,
5,Label,10.8626175,1,1,
5,Label,84.5671844,5,3,
5,P+SR,70.30256,1,3,
5,P+SR,18.3220482,1,2,
5,P+SR,15.7775517,1,1,
5,P+SR,32.41846,1,4,
5,P+SR,24.9259777,1,2,
5,P+SR,26.6448421,1,4,
5,P+SR,13.2370415,1,1,
5,P+SR,40.0212669,2,3,
5,P+SR,18.50713,1,3,
5,P+SR,68.99045,4,6,
5,P+SR,26.922533,1,4,
5,P+SR,25.713047,1,6,
5,SR,60.0234642,1,2,
5,SR,55.36088,1,3,
5,SR,31.56262,1,1,
5,SR,24.7615376,1,2,
5,SR,83.34935,3,1,
5,SR,137.86792,4,5,
5,SR,51.45718,3,6,
5,SR,39.2266541,1,3,
5,SR,39.0066071,1,4,
5,SR,20.6292915,1,1,
5,SR,33.8033943,2,2,
5,SR,11.4883356,1,1,
6,P+SR,105.866516,2,1,
6,P+SR,72.49237,3,2,
6,P+SR,129.129791,6,3,
6,P+SR,63.0227737,3,4,
6,P+SR,69.5878754,3,4,
6,P+SR,204.304108,6,9,
6,P+SR,71.75282,3,2,
6,P+SR,39.52762,2,1,
6,P+SR,69.26012,4,3,
6,P+SR,67.27969,3,4,
6,P+SR,66.856636,3,3,
6,P+SR,46.1977921,2,4,
6,Pointing,25.5496254,2,4,
6,Pointing,35.44967,2,2,
6,Pointing,14.2201748,1,2,
6,Pointing,40.6091537,2,6,
6,Pointing,32.5480728,3,6,
6,Pointing,25.1693439,2,4,
6,Pointing,25.0694637,2,2,
6,Pointing,13.2182283,1,1,
6,Pointing,29.6468468,3,3,
6,Pointing,33.61142,2,4,
6,Pointing,11.947752,1,1,
6,Pointing,39.8647728,3,3,
6,Label,68.49287,1,3,
6,Label,44.439888,1,2,
6,Label,146.660385,2,3,
6,Label,92.3770752,1,3,
6,Label,31.629797,1,1,
6,Label,43.12894,1,2,
6,Label,47.99373,1,4,
6,Label,104.701675,2,4,
6,Label,24.7543964,1,3,
6,Label,35.0686569,1,2,
6,Label,102.774185,2,6,
6,Label,20.05771,1,2,
6,SR,255.836243,5,6,
6,SR,64.80329,1,4,
6,SR,53.08708,3,2,
6,SR,25.0925121,1,1,
6,SR,95.70167,2,3,
6,SR,68.5105438,1,3,
6,SR,113.143517,3,2,
6,SR,140.626251,4,3,
6,SR,56.7141228,3,2,
6,SR,47.45549,1,1,
6,SR,58.6800766,1,2,
6,SR,55.0016823,1,2,
7,Pointing,104.329895,3,3,
7,Pointing,43.4613,2,2,
7,Pointing,59.4670753,3,3,
7,Pointing,46.7211761,3,9,
7,Pointing,24.1421928,1,4,
7,Pointing,24.7006454,1,1,
7,Pointing,51.4115868,2,2,
7,Pointing,47.513176,2,4,
7,Pointing,25.55293,1,1,
7,Pointing,26.4535789,1,3,
7,Pointing,40.4930534,2,4,
7,Pointing,25.9880733,2,4,
7,Label,46.90889,1,2,
7,Label,160.729523,6,3,
7,Label,142.926453,6,3,
7,Label,121.681946,3,4,
7,Label,34.2855263,1,3,
7,Label,131.107544,2,1,
7,Label,101.180344,4,2,
7,Label,74.440506,4,6,
7,Label,62.309,2,4,
7,Label,24.516058,1,1,
7,Label,161.937286,6,4,
7,Label,47.9156532,2,6,
7,P+SR,69.14421,1,3,
7,P+SR,57.39999,2,4,
7,P+SR,27.45103,1,3,
7,P+SR,22.7298241,1,2,
7,P+SR,32.30564,1,2,
7,P+SR,38.5675621,1,4,
7,P+SR,22.8067684,1,2,
7,P+SR,14.4317732,1,1,
7,P+SR,36.5902023,1,3,
7,P+SR,50.97749,1,6,
7,P+SR,23.5899487,1,2,
7,P+SR,55.8498154,1,3,
7,SR,252.737854,5,6,
7,SR,49.6049728,1,4,
7,SR,29.2477646,2,2,
7,SR,17.3969555,1,1,
7,SR,117.841454,6,3,
7,SR,127.0778,4,1,
7,SR,29.2013187,2,2,
7,SR,55.4495,3,3,
7,SR,39.1232948,2,2,
7,SR,47.3660851,1,1,
7,SR,183.3817,5,2,
7,SR,67.14068,2,2,
8,P+SR,158.698776,3,2,
8,P+SR,48.79654,1,3,
8,P+SR,61.9143677,2,6,
8,P+SR,81.96752,2,3,
8,P+SR,32.07225,1,3,
8,P+SR,53.48729,2,2,
8,P+SR,40.8980942,2,1,
8,P+SR,19.4952488,1,2,
8,P+SR,45.6143761,2,2,
8,P+SR,21.4651775,1,1,
8,P+SR,42.99614,3,4,
8,P+SR,20.171423,1,2,
8,Pointing,46.7096634,2,2,
8,Pointing,42.64353,2,4,
8,Pointing,40.1815338,1,1,
8,Pointing,75.27791,3,3,
8,Pointing,31.8046284,2,2,
8,Pointing,48.5620728,1,1,
8,Pointing,71.38476,3,4,
8,Pointing,50.9648132,1,3,
8,Pointing,43.31068,2,4,
8,Pointing,56.8682556,3,9,
8,Pointing,50.5785,3,3,
8,Pointing,20.8774147,1,4,
8,Label,122.797,1,2,
8,Label,93.0337448,1,6,
8,Label,75.03242,1,4,
8,Label,42.6820564,1,3,
8,Label,29.4217758,1,3,
8,Label,49.8661346,2,1,
8,Label,243.349426,2,4,
8,Label,54.5144424,1,1,
8,Label,53.2293167,1,6,
8,Label,36.5474358,1,4,
8,Label,41.1132,2,2,
8,Label,28.80195,1,3,
8,SR,45.16423,1,3,
8,SR,64.8200455,1,3,
8,SR,31.4507217,1,1,
8,SR,138.361084,1,2,
8,SR,315.609283,5,3,
8,SR,179.995285,2,4,
8,SR,75.55589,2,6,
8,SR,39.4660149,1,3,
8,SR,60.8645325,1,4,
8,SR,59.1780777,2,2,
8,SR,31.0892982,1,2,
8,SR,60.6839523,2,2,
9,P+SR,27.42026,1,1,
9,P+SR,19.7946453,1,2,
9,P+SR,49.74113,2,4,
9,P+SR,13.491334,1,1,
9,P+SR,33.7986336,1,2,
9,P+SR,21.8501186,1,2,
9,P+SR,56.55554,1,3,
9,P+SR,48.7410965,1,2,
9,P+SR,114.323349,5,5,
9,P+SR,40.5930939,1,6,
9,P+SR,23.0844669,1,2,
9,P+SR,39.00844,1,3,
9,SR,159.329269,3,1,
9,SR,351.6704,4,3,
9,SR,395.7755,11,4,
9,SR,144.659119,5,9,
9,SR,104.3104,4,5,
9,SR,102.436752,5,3,
9,SR,110.946716,5,11,
9,SR,36.4796829,1,3,
9,SR,26.81619,1,1,
9,SR,155.410263,5,7,
9,SR,213.239731,7,3,
9,SR,173.94133,5,3,
9,Pointing,31.2441826,4,4,
9,Pointing,12.635026,1,1,
9,Pointing,17.8195152,1,2,
9,Pointing,35.717617,2,4,
9,Pointing,12.2429934,1,1,
9,Pointing,26.3888836,1,3,
9,Pointing,35.2758636,3,3,
9,Pointing,33.58145,3,6,
9,Pointing,42.35805,2,6,
9,Pointing,24.6296539,2,4,
9,Pointing,37.9173622,2,2,
9,Pointing,22.5480118,2,3,
9,Label,37.41612,1,2,
9,Label,88.3055344,3,5,
9,Label,128.361908,4,3,
9,Label,26.33249,1,2,
9,Label,93.27891,3,4,
9,Label,41.617527,1,2,
9,Label,29.3057785,1,3,
9,Label,16.0726452,1,1,
9,Label,62.9754257,1,3,
9,Label,33.3468628,1,3,
9,Label,22.10216,1,2,
9,Label,75.90541,2,4,
